,Department,Class,Credits,Requisites,Course Designation,Repeatable for Credit,Last Taught
5741,Mathematics,MATH/COMP SCI  514,3,"(MATH 320, 340, 341, or 375), (MATH 322, 376, 421, or 521), and (COMP SCI 200, 220, 300, 310, or 301 prior to Spring 2020, or placement into COMP SCI 300); grad/professional standing; member of the Pre-Masters Mathematics (Visiting International) Program",Breadth - Natural Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5742,Mathematics,MATH 519,3,"(MATH 320, 340, 341, or 375) and (MATH 322, 376, 421, or 521) or graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program",Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
5743,Mathematics,MATH 521,3,"(MATH 234 and 467), (MATH 322, 341, 376, or 421), graduate/professional standing, or member of the Pre-Masters Mathematics (Visiting International) Program",Breadth - Natural Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5744,Mathematics,MATH 522,3,"MATH 521 and (MATH 320, 340, 341, or 375) or graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program",Breadth - Natural Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5745,Mathematics,MATH/COMP SCI/I SY E/STAT  525,3,"MATH 320, 340, 341, 375, or 443 or graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program",Breadth - Natural Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5746,Mathematics,MATH 531,3,"MATH 376, 421, or 521 or graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program",Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
5747,Mathematics,MATH 535,3,"(MATH 320, 340, 341, 375 or M E/COMP SCI/E C E  532) and (STAT/MATH  309, 431, MATH 531, STAT 311 or E C E 331) and (MATH 322, 341, 375, 421, 467, or COMP SCI 577), graduate/professional standing, or member of Pre-Masters Mathematics (Visiting Intl) Prgrm",Breadth - Natural Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5748,Mathematics,MATH 540,3,"(MATH 234 or 375), (MATH 320, 340, 341, or 375), and (MATH 341, 375, 421, 467, or 521), or graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program",Breadth - Natural Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
5749,Mathematics,MATH 541,3,"(MATH 234 or 375), (MATH 320, 340, 341, or 375), and (MATH 341, 375, 421, 467, or 521), or graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program",Breadth - Natural Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5750,Mathematics,MATH 542,3,MATH 541 or graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program,Breadth - Natural Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5751,Mathematics,MATH 551,3,"(MATH 234 or 375), (MATH 320, 340, 341, or 375), and (MATH 341, 375, 421, 467, or 521), or graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program",Breadth - Natural Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5752,Mathematics,MATH 552,3,(MATH 551 and 541) or graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program,Breadth - Natural Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
5753,Mathematics,MATH 561,3,"(MATH 320, 340, 341, or 375) and (MATH 322, 376, 421, or 521) or graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program",Breadth - Natural Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
5754,Mathematics,MATH 567,3,MATH 541 or graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program,Breadth - Natural Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirementHonors - Honors Optional (%),No,Spring 2023
5755,Mathematics,MATH 570,3,"(MATH 234 and 467) or (MATH 341, 375, 421 or 521) or graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program",Breadth - Natural Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
5756,Mathematics,MATH/PHILOS  571,3,"(MATH 234 or 375), (MATH 320, 340, 341, or 375), and (MATH 341, 375, 421, 467, or 521), or graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program",Breadth - Natural Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2021
5757,Mathematics,MATH/B M I/BIOCHEM/BMOLCHEM  609,3,"MATH 415 and (MATH 320, 340, 341, or 375) or graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program",Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5758,Mathematics,MATH 619,3,"(MATH 322, 421, or 521) and (MATH 319, 320, 376, 415, or 519) or graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program",Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2022
5759,Mathematics,MATH 621,3,"MATH 522, (MATH 521 and 561), graduate/professional standing, or declared in Mathematics VISP",Breadth - Natural Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5760,Mathematics,MATH 623,3,MATH 321 or 521 or graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program,Breadth - Natural Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5761,Mathematics,MATH 627,3,MATH 521 or graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5762,Mathematics,MATH 629,3,MATH 522 or graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program,Breadth - Natural Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
5763,Mathematics,MATH/I SY E/OTM/STAT  632,3,"(STAT/MATH  431, 309, STAT 311 or MATH 531) and (MATH 320, 340, 341, 375, 421 or 531) or graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program",Breadth - Natural Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5764,Mathematics,MATH 635,3,(MATH 521 and STAT/I SY E/MATH/OTM  632) or graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
5765,Mathematics,MATH 681,3,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&SHonors - Honors Only Courses (H),No,Spring 2023
5766,Mathematics,MATH 682,3,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&SHonors - Honors Only Courses (H),No,Fall 2023
5767,Mathematics,MATH 698,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
5768,Mathematics,MATH 699,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
5769,Mathematics,MATH 703,3,Graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5770,Mathematics,MATH 704,3,Graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
5771,Mathematics,MATH 705,3,Graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
5772,Mathematics,MATH/STAT  709,4,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5773,Mathematics,MATH/STAT  710,4,STAT/MATH  709,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
5774,Mathematics,MATH/COMP SCI  714,3,Graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5775,Mathematics,MATH/COMP SCI  715,3,Graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
5776,Mathematics,MATH 716,3,Graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2021
5777,Mathematics,MATH 717,3,Graduate/professional standing or declared in Mathematics Visiting International Student Program (graduate or dissertator),Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
5778,Mathematics,MATH 719,3,Graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5779,Mathematics,MATH 720,3,Graduate/professional standing or declared in Mathematics VISP (graduate or dissertator),Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
5780,Mathematics,MATH 721,3,Graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5781,Mathematics,MATH 722,3,Graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
5782,Mathematics,MATH 725,3,Graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
5783,Mathematics,MATH/COMP SCI/I SY E/STAT  726,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5784,Mathematics,MATH/COMP SCI/I SY E  728,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
5785,Mathematics,MATH/COMP SCI/I SY E  730,3,STAT/COMP SCI/I SY E/MATH  726,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
5786,Mathematics,MATH/STAT  733,3,Graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
5787,Mathematics,MATH/STAT  734,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2023
5788,Mathematics,MATH 735,3,Graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
5789,Mathematics,MATH 740,3,Graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2020
5790,Mathematics,MATH 741,3,Graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5791,Mathematics,MATH 742,3,Graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
5792,Mathematics,MATH 746,3,Graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5793,Mathematics,MATH 747,3,Graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2021
