,School,Department,Class,Credits,Requisites,Course Designation,Repeatable for Credit,Last Taught
6745,,Music-Performance,MUS PERF 990,1,Declared in Music,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
6746,,Music-Performance,MUS PERF 999,1,Declared in Music,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
6747,,Naval Science,NAV SCI 101,2,,,No,Fall 2023
6748,,Naval Science,NAV SCI 102,3,,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
6749,,Naval Science,NAV SCI 175,0,Enrolled in Naval ROTC program,,No,Fall 2023
6750,,Naval Science,NAV SCI 176,0,Enrolled in Naval ROTC program,,No,Spring 2023
6751,,Naval Science,NAV SCI 201,3,,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
6752,,Naval Science,NAV SCI 202,3,,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
6753,,Naval Science,NAV SCI 275,0,Enrolled in Naval ROTC program,,No,Fall 2023
6754,,Naval Science,NAV SCI 276,0,Enrolled in Naval ROTC program,,No,Spring 2023
6755,,Naval Science,NAV SCI 301,3,,Breadth - Physical Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
6756,,Naval Science,NAV SCI 302,3,,Breadth - Physical Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
6757,,Naval Science,NAV SCI 350,3,,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2022
6758,,Naval Science,NAV SCI 351,3,,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
6759,,Naval Science,NAV SCI 375,0,Enrolled in Naval ROTC program,,No,Fall 2023
6760,,Naval Science,NAV SCI 376,0,Enrolled in Naval ROTC program,,No,Spring 2023
6761,,Naval Science,NAV SCI 401,3,,Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
6762,,Naval Science,NAV SCI 402,3,,Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
6763,,Naval Science,NAV SCI 475,0,Enrolled in Naval ROTC program,,No,Fall 2023
6764,,Naval Science,NAV SCI 476,0,Enrolled in Naval ROTC program,,No,Spring 2023
6765,,Naval Science,NAV SCI 575,0,Enrolled in Naval ROTC program,,No,Fall 2023
6766,,Naval Science,NAV SCI 576,0,Enrolled in Naval ROTC program,,No,Spring 2021
6767,,Neurological Surgery,NEURSURG 699,1,Consent of instructor,,"Yes, unlimited number of completions",Fall 2023
6768,,Neurological Surgery,NEURSURG 919,2,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
6769,,Neurological Surgery,NEURSURG 921,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
6770,,Neurology,NEUROL 699,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
6771,,Neurology,NEUROL 910,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
6772,,Neurology,NEUROL 913,2,"MED SC-M 810, 811, 812, and 813",Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
6773,,Neurology,NEUROL 914,2,"MED SC-M 810, 811, 812, and 813",Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
6774,,Neurology,NEUROL 919,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
6775,,Neuroscience,NEURODPT/NTP  610,4,"ZOOLOGY/PSYCH  523 and (PHYSICS 202, 208, or 248), or graduate/professional standing",Breadth - Biological Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
